"collections_title","collections_url","collections_tags_media","collections_tags_subject","collections_description"
"Home Sweet Home: Life in Nineteenth-Century Ohio","https://www.loc.gov/collections/music-of-nineteenth-century-ohio/about-this-collection/","","","Before the age of radio\, television\, and other electronic diversions\, families made their own entertainment in the home by playing games\, reading aloud\, performing plays\, and\, of course\, by making music. Children were taught to play the piano and sing from an early age and sheet music was widely available and inexpensive. The whole family participated in the music-making. In this presentation\, we focus..."
"Horydczak Collection","https://www.loc.gov/collections/horydczak/about-this-collection/","Media-Photos","","The Theodor Horydczak Collection (about 14\,350 photographs online) documents the architecture and social life of the Washington metropolitan area in the 1920s\, 1930s\, and 1940s\, including exteriors and interiors of commercial\, residential\, and government buildings\, as well as street scenes and views of neighborhoods. A number of Washington events and activities\, such as the 1932 Bonus Army encampment\, the 1933 World Series\, and World..."
"Hotchkiss Map Collection","https://www.loc.gov/collections/hotchkiss-maps/about-this-collection/","Media-Maps","War-General","The Hotchkiss Map Collection contains cartographic items made by Major Jedediah Hotchkiss (1828-1899)\, a topographic engineer in the Confederate Army. Hotchkiss made detailed battle maps primarily of the Shenandoah Valley\, some of which were used by the Generals Robert E. Lee and Thomas J. \"Stonewall\" Jackson for their combat planning and strategy. Several of the maps have annotations of various military officers\, demonstrating their..."
"Ilka Kolsky Artwork","https://www.loc.gov/collections/ilka-kolsky-artwork/about-this-collection/","","","The Russian-born artist Ilka [Irène] Kolsky (1909–1938) worked in Paris in the 1930s.  It was in Paris that she and violinist Roman Totenberg became acquainted and developed a close relationship.  Kolsky had just begun to establish herself as a noteworthy contributor to the genre of Expressionist woodblock printing at the time of her untimely death\, before age thirty.  She worked in a variety of..."
"Indian General Election 2009 Web Archive","https://www.loc.gov/collections/indian-general-election-2009-web-archive/about-this-collection/","","","Collection Period: April 9\, 2009 to June 29\, 2009. This collection of websites documents the 2009 Indian General Elections. As the world’s most populated democratic nation with the largest number of eligible voters\, India’s political landscape encompasses an electorate comprised of 44 major linguistic groups and over 61 officially recognized political parties at the national and state level. To constitute the 15th Lok Sabha..."
"Indonesian General Election 2009 Web Archive","https://www.loc.gov/collections/indonesian-general-election-2009-web-archive/about-this-collection/","","","Collection Period: March 10\, 2009 to October 21\, 2009. This collection of websites documents the Indonesian general elections held in 2009. The collection covers three separate rounds of elections during that year - the parliamentary election held in April\, the first round of the presidential election held in April followed by the second/final round of the presidential election in September. As the third most..."
"Inside an American Factory: Films of the Westinghouse Works\, 1904","https://www.loc.gov/collections/films-of-westinghouse-works-1904/about-this-collection/","","","The Westinghouse Works Collection contains 21 actuality films showing various views of Westinghouse companies. Most prominently featured are the Westinghouse Air Brake Company\, the Westinghouse Electric and Manufacturing Company\, and the Westinghouse Machine Company. The films were intended to showcase the company's operations. Exterior and interior shots of the factories are shown along with scenes of male and female workers performing their duties at..."
"International Tribunals Web Archive","https://www.loc.gov/collections/international-tribunals-web-archive/about-this-collection/","","","Collection Period: June 13\, 2014 to ongoing. The “International Tribunals Archive”( ITA) is an archive organized and managed by the Library of Congress with the purpose of digitally storing relevant websites hosting information about the most important international tribunals created since World War II."
"Inventing Entertainment: The Early Motion Pictures and Sound Recordings of the Edison Companies","https://www.loc.gov/collections/edison-company-motion-pictures-and-sound-recordings/about-this-collection/","","","This site features 341 motion pictures\, 81 disc sound recordings\, and other related materials\, such as photographs and original magazine articles. Cylinder sound recordings will be added to this site in the near future. In addition\, histories are given of Edison's involvement with motion pictures and sound recordings\, as well as a special page focusing on the life of the great inventor. Prolific inventor..."
"Iraq War 2003 Web Archive","https://www.loc.gov/collections/iraq-war-2003-web-archive/about-this-collection/","","War-IraqWar","Collection Period: March 13\, 2003 to June 16\, 2003 and December 31\, 2004 to July 21\, 2009. On March 20\, 2003\, the United States began military action against Iraq for the stated purpose of deposing Iraqi leader Saddam Hussein and preventing his use of suspected nuclear weapons (weapons of mass destruction). British\, Australian\, Polish\, and Danish forces participated in the invasion. U.S. led forces..."
